year,location,mileage,engine_capacity,transmission,service_history,drive_type,regional_specs,owners,fuel_type,cylinders,doors,seats,condition,modifications,name,aed_price,colour
2023,Ras Al Khor,0,5700,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,4,5 Seater,Perfect inside out,No,New Dodge Ram 1500 2023,"244,000",Blue
2002,Abu Dhabi,"130,000",200,Automatic,N/A,Front Wheel Drive,GCC Specs,2,Petrol,6,4,N/A,Perfect inside out,N/A,Used Mercedes-Benz Brabus 500 4x4 Squared 2002,"13,500",Black
2011,Hamdan Street,"149,000",3800,Automatic,N/A,Rear Wheel Drive,GCC Specs,2,Petrol,6,2,4 Seater,Minor wear and tear,N/A,Used Hyundai Genesis Coupe 3.8L 2011,"22,000",Gray
2015,Souq Al Haraj,"143,000",1600,Automatic,N/A,Front Wheel Drive,GCC Specs,1,Petrol,4,4,5 Seater,Perfect inside out,No,Used Hyundai Elantra  1.6L GL 2015,"26,000",White
2019,Ras Al Khor,"79,000",5700,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,5,5 Seater,Perfect inside out,N/A,Used Lexus LX 570  S 2019,"333,000",Black
2022,Dubai Marina,"29,500",N/A,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,6,3,4 Seater,Perfect inside out,N/A,Used Mercedes-Benz E-Class Cabriolet E 450 4MATIC 2022,"270,000",Black
2012,Ras Al Khaimah,"240,000",4000,Automatic,N/A,All Wheel Drive,GCC Specs,2,Petrol,4,5,N/A,Perfect inside out,N/A,Used Toyota Land Cruiser Prado  5 Door 4.0L (Automatic) 2012,"69,500",Beige
2022,Al Quoz,"10,000",1600,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,4 Seater,Perfect inside out,N/A,Used Mercedes-Benz A-Class  A 180 2022,"134,999",Red
2006,Dubai,"150,000",2,Automatic,N/A,Front Wheel Drive,Japanese Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Toyota Camry 2006,"16,000",White
2017,Al Warqaa,"150,000",N/A,N/A,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,4,4,6 Seater,Perfect inside out,N/A,Used Nissan Navara 2017,"35,000",White
2019,Mirdiff,"71,500",2998,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,Used BMW X5  40i xDrive 2019,"220,000",Blue
2016,Sharjah,"199,100",2,Automatic,N/A,Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Nissan Rogue 2016,"25,500",Silver
2020,Ras Al Khor,"34,193",3500,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,6,5,7 Seater,Perfect inside out,N/A,Used Toyota Highlander  2020,"88,000",Brown
2017,Dubai,"124,750",0,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,8,5,6 Seater,Perfect inside out,N/A,Used Mercedes-Benz G 63 AMG V8 Biturbo 2017,"259,000",Black
2023,Dubai,0,3600,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Jeep Grand Cherokee Limited 5.7L Plus 2023,"219,000",Red
2016,Souq Al Haraj,"115,229",2,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Hyundai Sonata 2016,"29,900",White
2021,Al Shamkha,"23,000",4395,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,2,4 Seater,Perfect inside out,N/A,Used BMW 8 Series Coupe M850i xDrive 2021,"399,000",Black
2014,Dubai,"130,659",N/A,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,N/A,N/A,Used BMW X6 2014,"95,099",Blue
2020,Dubai,"55,553",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Nissan Altima 2020,"74,899",White
2013,Dubai,"159,829",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Toyota Corolla 2013,"37,199",Black
2020,Dubai,"99,391",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Mazda CX-5 2020,"79,999",Blue
2020,Dubai,"77,321",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Toyota Corolla 2020,"63,699",Silver
2016,Sharjah,"199,100",2,Automatic,N/A,Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Nissan Rogue 2016,"25,500",Silver
2014,Sharjah Airport Free Zone,"228,000",3500,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,6,4,5 Seater,N/A,N/A,Used Mercedes-Benz E-Class E 350 2014,"44,000",Gray
2016,Souq Al Haraj,"188,000",1598,CVT,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Nissan Sentra 1.6L Sedan 2016,"28,500",White
2010,Souq Al Haraj,"197,000",N/A,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,6,4,N/A,Perfect inside out,N/A,Used Lexus IS250 2010,"28,000",White
2014,Souq Al Haraj,"190,000",3500,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,4,7 Seater,Perfect inside out,N/A,Used Ford Explorer 3.5L V6 Base AWD 2014,"36,000",Silver
2015,Sharjah Airport Free Zone,"252,000",N/A,Manual,N/A,Drive,GCC Specs,1,Diesel,4,2,N/A,Minor wear and tear,N/A,Used Mitsubishi Canter 2015,"60,000",White
2013,Deira Dubai,"300,000",1800,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Minor wear and tear,N/A,Used Toyota Corolla  1.8L 2013,"19,000",Black
2022,Ras Al Khor,0,3604,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,New Dodge Charger  3.6L GT 2022,"123,000",White
2013,Bani Yas,"140,129",2400,Automatic,N/A,Front Wheel Drive,American Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Kia K5 2013,"22,000",Silver
2023,Ras Al Khor,0,2500,CVT,N/A,All Wheel Drive,GCC Specs,N/A,Hybrid,4,5,5 Seater,N/A,N/A,New Toyota Rav4 2023,"124,000",White
2022,Ras Al Khor,0,2400,Manual,N/A,Rear Wheel Drive,Other Specs,N/A,Diesel,4,2,N/A,N/A,N/A,New Toyota Hilux 2022,"83,000",White
2023,Ras Al Khor,0,2500,CVT,N/A,All Wheel Drive,GCC Specs,N/A,Hybrid,4,5,7 Seater,N/A,N/A,New Toyota Highlander  2.5L Hybrid GLE AWD  2023,"167,000",Black
2020,Souq Al Haraj,"15,299",2000,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,5,5 Seater,N/A,N/A,Used Kia Soul 5 Door 2.0L LX 2020,"47,500",Other
2023,Ras Al Khor,0,4000,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,7 Seater,Perfect inside out,N/A,New Nissan Patrol 2023,"270,000",White
2021,Ras Al Khor,0,N/A,Automatic,N/A,Rear Wheel Drive,Other Specs,N/A,Electric,"N/A, Electric",5,N/A,Perfect inside out,N/A,New Volkswagen ID4 2021,"102,000",White
2021,Al Awir,0,2000,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,No,New Ford Edge Trend 2021,"119,000",Red
2017,Souq Al Haraj,"34,000",2,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Kia Soul 2017,"35,000",Maroon
2016,Sharjah Airport Free Zone,"63,000",2,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Mitsubishi Lancer 2016,"24,000",Black
2016,Sharjah Airport Free Zone,"127,000",2400,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Kia Optima 2.4L Base 2016,"33,000",White
2019,Al Qusais,"9,000",N/A,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,6,4,4 Seater,Perfect inside out,N/A,Used Mercedes-Benz E-Class 2019,"140,000",Black
2009,Al Qusais,"200,000",6200,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,8,4,5 Seater,Perfect inside out,N/A,Used Mercedes-Benz C-Class C 63 AMG 2009,"45,000",Silver
2018,Sharjah,"175,000",1998,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Renault Duster 2.0L LE 4x4   2018,"29,000",Brown
2022,Ras Al Khor,0,1600,Automatic,N/A,Front Wheel Drive,European Specs,N/A,Petrol,4,5,5 Seater,N/A,N/A,New Kia Sportage 2022,"102,000",White
2023,Ras Al Khor,0,2494,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Hybrid,4,5,5 Seater,N/A,N/A,New Toyota Rav4  2.5L Limited (4X4) 2023,"159,000",White
2020,Downtown Jebel Ali,"37,450",1600,Automatic,N/A,Front Wheel Drive,Saudi Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Kia Cerato 4 Door Sedan 1.6L 2020,"60,000",Black
2020,Saadiyat Island,"28,484",5,Automatic,N/A,All Wheel Drive,American Specs,1,Petrol,8,5,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover Sport 5.0L V8 HSE Dynamic 525 PS 2020,"258,000",White
2022,International City,"25,000",6592,Automatic,Yes,Rear Wheel Drive,GCC Specs,1,Petrol,12,2,4 Seater,Perfect inside out,N/A,Used Rolls Royce Wraith 6.6L Black Badge 2022,"1,900,000",Black
2019,Dubai,"75,000",4999,Automatic,Yes,All Wheel Drive,American Specs,1,Petrol,8,5,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover Sport 5.0L V8 SVR 575 PS 2019,"230,000",Black
2015,Al Hosn,"24,000",1600,Automatic,N/A,Drive,GCC Specs,2,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Mitsubishi Lancer 2015,"35,000",White
2019,Jumeirah Village South,"77,000",N/A,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,6,2,4 Seater,Perfect inside out,N/A,Used Mercedes-Benz E-Class Coupe 2019,"159,000",Maroon
2023,Ras Al Khor,0,2400,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Diesel,4,4,N/A,N/A,N/A,New Toyota Hilux 2023,"128,000",White
2023,Ras Al Khor,0,4500,Manual,N/A,All Wheel Drive,GCC Specs,N/A,Diesel,8,2,N/A,N/A,N/A,New Toyota Land Cruiser Pick Up 4.5L Single Cabin Diesel M/T 2023,"148,000",White
2023,Ras Al Khor,0,2500,Manual,N/A,Front Wheel Drive,Other Specs,N/A,Diesel,4,4,N/A,N/A,N/A,New Toyota Hiace 2023,"99,900",White
2011,Al Bateen,"257,000",3700,Automatic,N/A,All Wheel Drive,GCC Specs,2,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Ford Edge 3.7L Sport 2011,"22,000",White
2008,Sharjah,"188,000",4600,Automatic,N/A,Rear Wheel Drive,Other Specs,N/A,Petrol,8,4,5 Seater,Perfect inside out,No,Used Lexus LS 460 2008,"25,000",Gold
2010,Souq Al Haraj,"84,500",N/A,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,6,4,N/A,N/A,N/A,Used Lexus IS250 2010,"27,000",Gray
2019,Souq Al Haraj,"10,300",2359,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Hyundai Sonata 2.4L Mid 2019,"32,500",White
2012,Al Qusais,"203,000",5000,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,4,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover Sport Supercharged 2012,"37,000",White
2018,Al Qusais,"37,000",3982,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,8,2,4 Seater,Perfect inside out,N/A,Used Mercedes-Benz C 63 AMG Coupe 4.0L 2018,"230,000",White
2023,Ras Al Khor,0,4000,Automatic,N/A,All Wheel Drive,European Specs,N/A,Petrol,8,4,N/A,Perfect inside out,N/A,New Mercedes-Benz G 63 AMG 2023,"900,000",Green
2022,Ras Al Khor,0,2000,Automatic,N/A,Rear Wheel Drive,European Specs,N/A,Electric,"N/A, Electric",4,5 Seater,Perfect inside out,N/A,New Tesla Model 3 2022,"130,000",Black
2022,Ras Al Khor,0,2000,Automatic,N/A,All Wheel Drive,European Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,New Mercedes-Benz CLA-Class 2022,"235,000",Black
2019,Dubai,"122,895",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Hyundai Creta 2019,"54,999",Silver
2019,Dubai,"81,888",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Nissan Kicks 2019,"61,899",White
2016,Al Quoz,"138,000",1500,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,3,3,4 Seater,Perfect inside out,N/A,Used Mini Cooper Turbo 2016,"49,500",White
2012,Al Quoz,"115,000",3500,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Ford Taurus 3.5L V6 SEL 2012,"21,500",Tan
2020,Al Quoz,"73,800",2360,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,5,7 Seater,Perfect inside out,N/A,Used Mitsubishi Outlander 2.4L GLX 7-Seater Standard  2020,"72,500",Silver
2015,Al Quoz,"84,500",3605,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Jeep Wrangler Unlimited 3.6L V6 Sport  2015,"82,500",Blue
2016,Al Quoz,"140,600",2000,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Mercedes-Benz CLA-Class CLA 250 2016,"76,500",Black
2021,Al Quoz,"90,000",1498,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Honda Accord 1.5T EX 2021,"97,500",Silver
2008,Zabeel,"425,500",2487,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Minor wear and tear,N/A,Used Toyota Camry  2.5L GLE (204 HP) 2008,"12,000",Silver
2019,Al Awir,"94,957",5600,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,4,8 Seater,Perfect inside out,N/A,Used Nissan Armada 5.6 Platinum 2019,"105,500",Black
2016,Sharjah Airport Free Zone,"212,000",2694,Manual,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,4,4,2 Seater,N/A,N/A,Used Toyota Hiace  CHILLER VAN 2016,"52,000",White
2016,Muwailih Commercial,"70,000",1496,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,5,7 Seater,Perfect inside out,N/A,Used Suzuki Ertiga  1.4L GLX 2016,"35,999",Silver
2017,Al Subaikha,"76,546",1999,Automatic,N/A,Front Wheel Drive,American Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Hyundai Elantra  2.0L GLS 2017,"30,000",Silver
2022,Abu Dhabi Mall,"35,999",2000,Automatic,N/A,Front Wheel Drive,GCC Specs,1,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Changan CS75 Plus  2.0T Smart 2022,"125,000",White
2015,Dubai,"102,922",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Toyota Yaris 2015,"40,599",Grey
2018,Dubai,"121,871",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,2,N/A,N/A,N/A,Used Mini Cooper 2018,"84,999",Black
2019,Dubai,"53,853",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,N/A,N/A,Used Jeep Grand Cherokee 2019,"136,699",White
2016,Dubai,"141,411",N/A,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Mazda CX-5 2016,"56,299",Red
2019,Dubai,"96,581",N/A,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,4,5,6 Seater,N/A,N/A,Used Toyota Avanza 2019,"55,333",White
2016,Dubai,"77,976",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,3,5 Seater,N/A,N/A,Used Toyota Land Cruiser Prado 2016,"101,699",White
2016,Dubai,"87,156",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Ford EcoSport 2016,"45,111",Black
2018,Dubai,"89,738",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,3,4,5 Seater,N/A,N/A,Used Ford EcoSport 2018,"42,222",White
2022,Sharjah,"4,000",3500,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Genesis G80 2022,"144,999",Gray
2022,Sharjah,"10,000",2500,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Genesis GV70 2.5T Premium AWD 2022,"144,999",White
2015,Mohammed Bin Zayed City,"157,000",1600,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Hyundai Tucson  1.6L T-GDI (AWD) 2015,"37,000",Black
2020,Ras Al Khor,"26,000",2000,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,4,5,5 Seater,N/A,N/A,Used Land Rover Range Rover Evoque 5 Door 2020,"149,000",Gray
2023,Ras Al Khor,0,1991,Automatic,N/A,All Wheel Drive,Canadian Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,New Mercedes-Benz C-Class C 300 4MATIC 2023,"225,000",White
2020,Al Quoz,"75,000",1800,Manual,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Mercedes-Benz C-Class  C 200 2020,"174,999",White
2020,Sharjah Airport Free Zone,"158,000",N/A,Manual,N/A,Front Wheel Drive,GCC Specs,N/A,Diesel,4,2,2 Seater,N/A,N/A,Used Mitsubishi Canter 2020,"72,000",White
2012,Jumeirah,"260,000",3498,CVT,N/A,Front Wheel Drive,GCC Specs,1,Petrol,6,4,5 Seater,Minor wear and tear,N/A,Used Nissan Maxima  3.5L S 2012,"15,000",Burgundy
2023,Ras Al Khor,0,2000,Automatic,N/A,Front Wheel Drive,European Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,New Hyundai Tucson 2.0L FWD 2023,Call for Price,Black
2023,Ras Al Khor,0,N/A,Automatic,N/A,Drive,European Specs,N/A,Petrol,8,5,9 Seater,N/A,N/A,New Chevrolet Tahoe 2023,Call for Price,Black
2016,Sharjah Airport Free Zone,"127,000",2400,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Kia Optima 2.4L Base 2016,"33,000",White
2023,Ras Al Khor,0,4000,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,6,4,N/A,Perfect inside out,N/A,New Toyota Hilux 2023,"125,000",White
2023,Ras Al Khor,0,4000,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,6,4,N/A,Perfect inside out,N/A,New Toyota Hilux 2023,"125,000",Black
2019,Souq Al Haraj,"72,000",1,Automatic,N/A,Front Wheel Drive,American Specs,1,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Kia Rio 2019,"32,000",White
2017,Dubai,"118,159",N/A,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,N/A,N/A,Used Ford Edge 2017,"93,499",White
2018,Al Meydan City,"86,000",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,N/A,N/A,Perfect inside out,N/A,Used Volkswagen Golf GTI Sport 2018,"104,990",White
2020,Dubai,"55,468",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Renault Symbol 2020,"34,111",White
2014,Dubai,"320,000",5552,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,5,8 Seater,Perfect inside out,N/A,Used Nissan Patrol 5.6L SE 2014,"55,000",White
2023,Ras Al Khor,0,3500,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,New Toyota Tacoma 3.5L Limited A/T 2023,Call for Price,Black
2020,Dubai,"74,093",N/A,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,4,4,6 Seater,N/A,N/A,Used Toyota Avanza 2020,"64,111",White
2016,Dubai,"82,813",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Nissan X-Trail 2016,"62,111",White
2012,Ras Al Khor,"120,000",4800,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,4,N/A,Perfect inside out,N/A,Used Porsche Cayenne 2012,"78,000",Brown
2017,Dubai,"132,946",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,N/A,N/A,Used Toyota Land Cruiser Prado 2017,"124,499",Black
2022,Ras Al Khor,0,3500,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Diesel,6,4,8 Seater,Perfect inside out,N/A,New Toyota Land Cruiser 2022,Call for Price,Black
2023,Ras Al Khor,0,4000,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,6,4,N/A,Perfect inside out,N/A,New Toyota Hilux 2023,"125,000",White
2023,Ras Al Khor,0,4000,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,6,4,N/A,Perfect inside out,N/A,New Toyota Hilux 2023,"125,000",Black
2019,Souq Al Haraj,"72,000",1,Automatic,N/A,Front Wheel Drive,American Specs,1,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Kia Rio 2019,"32,000",White
2015,Al Nahda,"140,000",N/A,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Toyota Camry 2015,"36,000",Maroon
2022,Ras Al Khor,0,2800,Automatic,N/A,All Wheel Drive,European Specs,N/A,Diesel,4,4,N/A,N/A,N/A,New Toyota Land Cruiser Prado TXL 2022,"193,000",Black
2023,Ras Al Khor,0,3300,Automatic,N/A,All Wheel Drive,European Specs,N/A,Diesel,6,4,7 Seater,N/A,N/A,New Toyota Land Cruiser 3.3T VX DSL 2023,"335,000",Black
2022,Ras Al Khor,0,3300,Automatic,N/A,All Wheel Drive,European Specs,N/A,Diesel,6,4,7 Seater,Perfect inside out,N/A,New Toyota Land Cruiser 3.5T VX  2022,"353,000",White
2022,Al Muraqqabat,"3,791",2,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,5,N/A,Perfect inside out,N/A,Used Hyundai Tucson 2022,"87,000",White
2020,Al Muraqqabat,"27,000",5552,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,8,4,N/A,Perfect inside out,N/A,Used Nissan Armada  5.6L SE 2020,"120,000",Gray
2018,Souq Al Haraj,"184,000",5600,Automatic,N/A,Rear Wheel Drive,GCC Specs,1,Petrol,8,4,8 Seater,N/A,N/A,Used Infiniti QX80 5.6L 8s Base 2018,"129,000",Gray
2017,Souq Al Haraj,"68,000",3800,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,6,4,5 Seater,N/A,N/A,Used Hyundai Genesis 3.8L 2017,"55,000",Silver
2019,Souq Al Haraj,"42,200",1591,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Kia Soul  1.6L Base 2019,"31,500",Other
2022,Ras Al Khor,0,3300,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Diesel,6,4,8 Seater,Perfect inside out,N/A,New Toyota Land Cruiser 2022,Call for Price,Black
2018,Al Quoz,"129,615",1500,Automatic,N/A,Front Wheel Drive,GCC Specs,1,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Nissan Sunny 2018,"29,900",White
2020,Al Jarf,"30,000",3800,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,6,5,8 Seater,Perfect inside out,N/A,Used Kia Telluride  3.8L V6 GX (AWD) 2020,"92,000",White
2019,Souq Al Haraj,"100,781",1200,CVT,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Mitsubishi Attrage 1.2 GLX 2019,"24,900",Gray
2023,Ras Al Khor,0,2799,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Diesel,4,4,7 Seater,Perfect inside out,N/A,New Toyota Fortuner 2023,"151,000",Black
2023,Ras Al Khor,0,2700,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,New Toyota Land Cruiser Prado 2023,Call for Price,White
2014,Sharjah,"179,000",N/A,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Renault Duster  2014,"13,998",White
2016,Dubai,"76,257",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,6,5,7 Seater,N/A,N/A,Used Ford Explorer 2016,"78,111",Silver
2023,Al Awir,0,3,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Jeep Grand Cherokee 2023,"205,000",Red
2019,Dubai,"83,000",N/A,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,N/A,5,4 Seater,Perfect inside out,N/A,Used Mitsubishi Eclipse 2019,"56,000",Silver
2019,Dubai,"153,000",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,N/A,4,5 Seater,Perfect inside out,N/A,Used Mitsubishi Attrage 2019,"24,000",Gray
2017,Dubai,"117,000",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,N/A,4,N/A,Perfect inside out,N/A,Used Kia Cerato 2017,"30,000",Black
2019,Abu Hail,"66,973",2000,Automatic,Yes,All Wheel Drive,GCC Specs,1,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Lexus NX Platinum 2019,"142,900",Black
2020,Al Mamzar,"63,006",1598,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,5,7 Seater,Perfect inside out,N/A,Used Peugeot 5008 1.6T GT Line 2020,"92,500",Blue
2020,Al Awir,"80,130",4000,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,7 Seater,Perfect inside out,N/A,Used Toyota Land Cruiser Prado 4.0L GXR 2020,"132,500",White
2020,Al Awir,"20,177",1600,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,5,N/A,Perfect inside out,N/A,Used Nissan Kicks 2020,"39,899",Silver
2023,Ras Al Khor,0,2000,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,New Toyota Corolla 2.0L XLI 2023,Call for Price,Blue
